-1,-1,13,15,-1,-1,-1,-1,-1,-1,-1,-1,13,5,8,9,-1,-1,-1,-1
-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,19,21,7,8,9,-1,-1,-1,-1
-1,-1,18,1,2,2,3,-1,-1,-1,-1,-1,1,11,8,9,-1,-1,-1,-1
-1,-1,-1,13,14,14,17,3,0,-1,18,1,11,8,4,15,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,16,15,12,-1,-1,7,8,4,15,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,10,2,3,-1,-1,7,8,9,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,13,5,8,10,2,3,7,8,9,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,13,14,5,8,10,11,8,9,-1,-1,-1,-1,-1,-1
-1,-1,-1,18,-1,-1,-1,-1,13,5,8,8,8,9,-1,18,-1,-1,-1,-1
-1,1,3,-1,-1,-1,-1,-1,-1,7,8,8,8,9,-1,-1,-1,-1,-1,-1
1,16,15,-1,-1,-1,-1,-1,-1,7,8,8,8,10,3,0,-1,-1,-1,-1
13,15,-1,-1,-1,-1,-1,1,2,16,14,14,5,8,9,12,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,7,8,9,-1,1,11,8,9,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,7,8,10,2,11,8,8,9,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,-1,13,5,8,8,8,8,8,10,3,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,-1,-1,7,8,8,8,8,4,14,15,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,13,14,14,5,4,15,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,15,-1,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,19,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,21,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,18,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,19,20
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,0,-1,-1,1,3,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,13,15,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,19,21,-1,-1,-1,18,1,3,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,16,15,-1,-1,-1,-1,-1,-1,-1,-1
-1,18,-1,-1,-1,-1,-1,-1,-1,7,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,13,17,3,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,10,3,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,18,13,5,9,-1,-1,18,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,9,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1,2,11,4,15,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,8,8,9,-1,-1,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,18,-1,1,11,8,8,10,2,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,7,8,4,14,5,8,10,3,-1,-1,0,-1,-1
